token,address,pca_class,source
AXL,0xd2ff2d432a0078672cf4f9e2e97858a33cbdeebc,,exclusions_log.csv
AXL,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,,exclusions_log.csv
BAL,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb8,,exclusions_log.csv
BAL,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,,exclusions_log.csv
BAL,0x6d19b2bf3a36a61530909ae65445a906d98a2fa8,,exclusions_log.csv
BAL,0x4e9a9483bdfc66b83ff248754ef2f7035c78aef7,,exclusions_log.csv
BAL,0xad9992f3631028cef19e6d6c31e822c5bc2442cc,2,signer_log
BONK,9wzdxwbbmkg8ztbnmquxvqrayrzzdsgydlvl9zytawwm,5,new12_unified
BONK,agkgwk1r669kdt4fcqgdgk7pgahgjpjd4j9xmvjul9kn,5,new12_unified
BONK,7lp4jbapgnhxoxpjtr2twufh7oaqyqngqjpy7hfjcn7h,5,new12_unified
BONK,1tjoqzwg21cemahylvs4s2zc1pm27mltcj9efefu7km,3,new12_unified
BONK,gj8hjxmqq79wrvxeamrmng4ztaohpcf1mzmbf9tvppxa,3,new12_unified
COMP,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,exclusions_log.csv
COMP,0x6d903f6003cca6255d85cca4d3b5e5146dc33925,,exclusions_log.csv
COMP,0xc0da02939e1441f497fd74f78ce7decb17b66529,,exclusions_log.csv
COMP,0x2775b1c75658be0f5a7235755d462ee099aff4e4,,exclusions_log.csv
COMP,0x91d14789071e5e195ffc9f745348736677de3292,,exclusions_log.csv
COMP,0xc3d688b66703497daa19211eedff47f25384cdc3,,exclusions_log.csv
COMP,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,,exclusions_log.csv
COMP,0x73af3bcf944a6559933396c1577b257e2054d935,,exclusions_log.csv
COMP,0xb06df4dd01a5c5782f360ada9345c87e86adae3d,2,signer_log
CRV,0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,,exclusions_log.csv
CRV,0xd061d61a4d941c39e5453435b6345dc261c2fce0,,exclusions_log.csv
CRV,0x2f50d538606fa9edd2b11e2446beb18c9d5846bb,,exclusions_log.csv
CRV,0xa3a7b6f88361f48403514059f1f16c8e78d60eec,,exclusions_log.csv
CRV,0xafca625321df8d6a068bdd8f1585d489d2acf11b,,exclusions_log.csv
CRV,0x575ccd8e2d300e2377b43478339e364000318e2c,,exclusions_log.csv
CRV,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,,exclusions_log.csv
CRV,0xd347ce96266d99ac67debb15b3edd43a9e94b751,,exclusions_log.csv
CRV,0xc420c9d507d0e038bd76383aaadcad576ed0073c,,exclusions_log.csv
CRV,0x300d1a01b2c8fc34d5d15071b2611560d7ab9d61,,exclusions_log.csv
CRV,0x7cd7db9d5f402e5a27774bee9d61ab8f21cc51fd,,exclusions_log.csv
CRV,0x5a52e96bacdabb82fd05763e25335261b270efcb,,exclusions_log.csv
DIMO,0xc97bf974d6d4bab6e0f7641b7b37ec5b70922ce5,,exclusions_log.csv
DIMO,0x00235af3dda000ba0e0ec440793b414d976a9e62,,exclusions_log.csv
DRIFT,9wiiyvy8zzbzmjwxevi5chzks2vszw7fvjjjrixvila6,,exclusions_log.csv
DRIFT,jcncmfxo5m5qwupg2utu1u6ywp3mbygxqbsbexxjfrw,,exclusions_log.csv
ENA,0xb805ef84dd9c7de96d8fe79c1b6f2ca52e890936,2,new12_unified
ENA,0xf977814e90da44bfa03b6295a0616a897441acec,5,new12_unified
ENA,0x8be3460a480c80728a8c4d7a5d5303c85ba7b3b9,3,new12_unified
ENS,0xd7a029db2585553978190db5e85ec724aa4df23f,,exclusions_log.csv
ENS,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,,exclusions_log.csv
ENS,0x245445940b317e509002eb682e03f4429184059d,,exclusions_log.csv
ENS,0x690f0581ececcf8389c223170778cd9d029606f2,,exclusions_log.csv
ETHFI,0x7a6a41f353b3002751d94118aa7f4935da39bb53,,exclusions_log.csv
ETHFI,0x86b5780b606940eb59a062aa85a07959518c0161,,exclusions_log.csv
FIL,f1m2swr32yrlouzs7ijui3jttwgc6lxa5n5sookhi,,exclusions_log.csv
FXS,0x36cb65c1967a0fb0eee11569c51c2f2aa1ca6f6d,4,new12_unified
FXS,0xc8418af6358ffdda74e09ca9cc3fe03ca6adc5b0,3,new12_unified
FXS,0x4a6d155df9ec9a1bb3639e6b7b99e46fb68d42f6,4,new12_unified
FXS,0x000000000004444c5dc75cb358380d2e3de08a90,5,new12_unified
FXS,0x03b59bd1c8b9f6c265ba0c3421923b93f15036fa,5,new12_unified
FXS,0xb1748c79709f4ba2dd82834b8c82d4a505003f27,2,new12_unified
FXS,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,5,new12_unified
GEOD,0x000000000000000000000000000000000000dead,,exclusions_log.csv
GEOD,0xca3e874bc4e830796d822f529c29df30302324b2,,exclusions_log.csv
GEOD,0xfa5fed5cc2b6dd8f370651d17242c52ed711b14f,,exclusions_log.csv
GEOD,0x2006b44684b2a579466fc04fabc5a535946bc7ab,,exclusions_log.csv
GMX,0x908c4d94d34924765f1edc22a1dd098397c59dd4,,exclusions_log.csv
GMX,0xdead000000000000000042069420694206942069,,exclusions_log.csv
GMX,0x5a52e96bacdabb82fd05763e25335261b270efcb,,exclusions_log.csv
GMX,0xf977814e90da44bfa03b6295a0616a897441acec,,exclusions_log.csv
GNO,0x0000000000000000000000000000000000000000,1,new12_unified
GNO,0x88ad09518695c6c3712ac10a214be5109a655671,4,new12_unified
GNO,0xec83f750adfe0e52a8b0dba6eeb6be5ba0bee535,2,new12_unified
GNO,0x604e4557e9020841f4e8eb98148de3d3cdea350c,2,new12_unified
GNO,0x849d52316331967b6ff1198e5e32a0eb168d039d,2,new12_unified
GNO,0xae5fb390e5c4fa1962e39e98dbfb0ed8055ed7a9,2,new12_unified
GNO,0x4f8ad938eba0cd19155a835f617317a6e788c868,3,new12_unified
GNO,0xf977814e90da44bfa03b6295a0616a897441acec,5,new12_unified
GNO,0xa023f08c70a23abc7edfc5b6b5e171d78dfc947e,5,new12_unified
GNO,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,5,new12_unified
GNO,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,5,new12_unified
GNO,0x9d94ef33e7f8087117f85b3ff7b1d8f27e4053d5,2,new12_unified
GNO,0xd2c8dfa974a8f6a5d25a45aa3ebf35b58c059185,2,new12_unified
GRT,0x36aff7001294dae4c2ed4fdefc478a00de77f090,,exclusions_log.csv
GRT,0xf55041e37e12cd407ad00ce2910b8269b01263b9,,exclusions_log.csv
GRT,0xa5946a2c7a6c4232224b89a696ae51879bf5aed1,,exclusions_log.csv
GRT,0x32ec7a59549b9f114c9d7d8b21891d91ae7f2ca1,,exclusions_log.csv
GTC,0x57a8865cfb1ecef7253c27da6b4bc3daee5be518,,exclusions_log.csv
GTC,0x74be0cf1c9972c00ed4ef290e0e5bcfd18873f13,,exclusions_log.csv
GTC,0x4da8853217d0d5b59e8fcde36d1bebb0a1932a14,,exclusions_log.csv
GTC,0x14d7cee42d4643f0c767a1d504d9ca24c890f86c,,exclusions_log.csv
GTC,0x00de4b13153673bcae2616b67bf822500d325fc3,2,signer_log
HNT,agutdjmw5skhept9qsksj29seqivksjchsap6kma9i98,,exclusions_log.csv
HNT,u6pj8dtqupfnfmwhbgfulq4u4egjdiyykjvesynxq2w,,exclusions_log.csv
HNT,6fevkh17p9y8q9ackddpcmdjvj7svxrtetayem8f51jy,,exclusions_log.csv
HONEY,ero2hrac4l83gw2trfnkxpkgxh5pawzhc1tqw9rgklvn,,exclusions_log.csv
HONEY,eybxvv7nfmstaekeaniq6hmoxsqq6rdsxziuh5c6dkq3,,exclusions_log.csv
HYPE,0x2222222222222222222222222222222222222222,,exclusions_log.csv
HYPE,0xfefefefefefefefefefefefefefefefefefefefe,,exclusions_log.csv
HYPE,0x43e9abea1910387c4292bca4b94de81462f8a251,,exclusions_log.csv
HYPE,0xd57ecca444a9acb7208d286be439de12dd09de5d,,exclusions_log.csv
HYPE,0x393d0b87ed38fc779fd9611144ae649ba6082109,,exclusions_log.csv
IO,11111111111111111111111111111111,,exclusions_log.csv
IO,9wzdxwbbmkg8ztbnmquxvqrayrzzdsgydlvl9zytawwm,,exclusions_log.csv
IO,3epuyhv8nzod5ezqb74jtyutva2c1wj3wq3or5galfgt,,exclusions_log.csv
IOTX,0x87c9dbff0016af23f5b1ab9b8e072124ab729193,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000001,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000002,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000004,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000005,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000006,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000003,,exclusions_log.csv
IOTX,0x0000000000000000000000000000000000000007,,exclusions_log.csv
JTO,5eosrve6lktmzgvnszyzebgmmc7bjlk8nowyrqtcmgtf,2,new12_unified
JTO,cswayfmjumfu4cbndn1qyciphfngirrjgpks2h2lsuyk,3,new12_unified
JTO,ad5i15ft4qwmxmvj721wqdczwwinmr5x5bmpkfeqht31,3,new12_unified
JUP,6tzt9aucqn4ihmh79yzexsy55kdlq4vba3pmtflvnsfx,,exclusions_log.csv
JUP,u6pj8dtqupfnfmwhbgfulq4u4egjdiyykjvesynxq2w,,exclusions_log.csv
JUP,6fevkh17p9y8q9ackddpcmdjvj7svxrtetayem8f51jy,,exclusions_log.csv
JUP,5tzfkikscxhk5zxcgbxzxdw7gtjjd1mbwuofbhuvuai9,,exclusions_log.csv
JUP,6ly1jzafvzsp2a2xkrtu6znqmq5h4i7tocwdgrkzzkzf,,exclusions_log.csv
JUP,ac5rdfqfmds1dewzos921jfqscxdbyf8bkhs5acwjtw2,,exclusions_log.csv
KMNO,gvxkgjiangv9wbw6xtd9alynfwsjjhq4aa3nbbaeirvu,2,new12_unified
LDO,0x3e40d73eb977dc6a537af587d48316fee66e9c8c,,exclusions_log.csv
LDO,0x945755de7eac99008c8c57bda96772d50872168b,,exclusions_log.csv
LDO,0x695c388153bea0fbe3e1c049c149bad3bc917740,,exclusions_log.csv
LDO,0xa2dfc431297aee387c05beef507e5335e684fbcd,,exclusions_log.csv
LDO,0x1597d19659f3de52abd475f7d2314dcca29359bd,,exclusions_log.csv
LDO,0xb8d83908aab38a159f3da47a59d84db8e1838712,,exclusions_log.csv
LDO,0xf977814e90da44bfa03b6295a0616a897441acec,,exclusions_log.csv
LDO,0x8fa129f87b8a11ee1ca35abd46674f8b66984d4a,,exclusions_log.csv
LDO,0x28c6c06298d514db089934071355e5743bf21d60,,exclusions_log.csv
LPT,0xc20de37170b45774e6cd3d2304017fc962f27252,,exclusions_log.csv
LPT,0xf977814e90da44bfa03b6295a0616a897441acec,,exclusions_log.csv
META,4viadayxnrphyw2g2nezjlwgggltqk2qbmnijjqxwpxn,,exclusions_log.csv
MKR,0x473d777f608c3c24b441ab6bd4bbca6b7f9af90b,,exclusions_log.csv
MKR,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,,exclusions_log.csv
MOR,0x42bb446eae6dca7723a9ebdb81ea88afe77ef4b9,,exclusions_log.csv
MOR,0x18b68344a9d235185ee3ec53d28e83260cc0282f,,exclusions_log.csv
MOR,0x000000000000000000000000000000000000dead,,exclusions_log.csv
MPL_SYRUP,0x9c9499edd0cd2dcbc3c9dd5070baf54777ad8f2c,,exclusions_log.csv
MPL_SYRUP,0xc7e8b36e0766d9b04c93de68a9d47dd11f260b45,,exclusions_log.csv
OP,0x2a82ae142b2e62cb7d10b55e323acb1cab663a26,,exclusions_log.csv
OP,0x2501c477d0a35dad0eab9f1d4c8972bba4de1b18,,exclusions_log.csv
OP,0x2501c477d0a35545a387aa4a3eee4292a9a8b3f0,,exclusions_log.csv
OP,0xacf32f4e1260636cf1e3066c060c74ad52fe4e9e,,exclusions_log.csv
OP,0x19793c7824be70ec58bb673ca42d2779d12581be,,exclusions_log.csv
OP,0x6ba2c3b591ac4be15cda66b305db4f03e7ff7c9f,,exclusions_log.csv
OP,0xadbf24e9968cdf7792e8823110ae9f104d1b1809,,exclusions_log.csv
OP,0xf977814e90da44bfa03b6295a0616a897441acec,,exclusions_log.csv
POKT,pokt132y5nzs4xahqy6cmzankn8mn4ec897j50wuzhr,,exclusions_log.csv
POL,0x5e3ef299fddf15eaa0432e6e66473ace8c13d908,,exclusions_log.csv
POL,0x401f6c983ea34274ec46f84d70b31c151321188b,,exclusions_log.csv
PUMP,cfq1ts1ifr1euwwbm8efxuzm5r3ya3uvmzznwishbgzt,2,new12_unified
PUMP,8uhbnobxmgoxjr2teww8wmsmowmjs2rtt2tvjxzutogc,2,new12_unified
PUMP,9pkfkcr1mds31jxjkdtmwg2awzug6vjuyvy722dacxzv,2,new12_unified
PUMP,9wzdxwbbmkg8ztbnmquxvqrayrzzdsgydlvl9zytawwm,5,new12_unified
PUMP,bbvqteuawkb2utexfevl8hyljwwsgmwxsp922vfbvcft,3,new12_unified
PUMP,gtesswovpivirpvwjpthuwildslsuapmjw621yom3mhb,3,new12_unified
RENDER,0x3ee18b2214aff97000d974cf647e7c347e8fa585,,exclusions_log.csv
RENDER,0xb6e39e540e3472e927001bbbf77ffb5ab357b0e0,,exclusions_log.csv
RPL,0x3bdc69c4e5e13e52a65f5583c23efb9636b469d6,,exclusions_log.csv
RPL,0xdead000000000000000042069420694206942069,,exclusions_log.csv
SNX,0xffffffaeff0b96ea8e4f94b2253f31abdd875847,4,new12_unified
SNX,0x5fd79d46eba7f351fe49bff9e87cdea6c821ef9f,4,new12_unified
SNX,0xf977814e90da44bfa03b6295a0616a897441acec,5,new12_unified
SNX,0x3a5cc8689d1b0cef2c317bc5c0ad6ce88b27d597,5,new12_unified
SNX,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,5,new12_unified
SNX,0x28c6c06298d514db089934071355e5743bf21d60,5,new12_unified
SNX,0xa023f08c70a23abc7edfc5b6b5e171d78dfc947e,5,new12_unified
SNX,0x0529ea5885702715e83923c59746ae8734c553b7,5,new12_unified
SNX,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,5,new12_unified
SNX,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,5,new12_unified
TAO,5c5fqqsfuxgjc5shjjal9rkazr98qqcv2yn5xam2wvf1ctgr,5,tao_exchange_coldkeys
TAO,5hivemeowpmqmbab8v63bkpcfhgtgcmst1tvznvphstkflcv,4,tao_bridge
TAO,5cnchyk2fnvgvszdlavvfb4qbtmgm6wfuqvsebg6hj8xwzkp,5,tao_exchange_coldkeys
TAO,5cvscacxdrydd3mkdbu2thlnyxmntspy9yrixa1trgvgrfs8,5,tao_exchange_coldkeys
TAO,5e2b2dcmd5w8mbhztcft63t2zen8rsrgl7odd7bfyl9amqux,5,tao_exchange_coldkeys
TAO,5hd2ze5ug8n1bo3ucacqsf66vnjkqgos8u6apnfzcu86pg4n,5,tao_exchange_coldkeys
TAO,5fqbl928cholpmefz5uvavonbd5k7k2mzsxvc9rkfzlxoy2s,5,tao_exchange_coldkeys
TAO,5gbnpzvpghs8aucoo6bfnk7jufhuyuhwsfd4wobnsknpieui,5,tao_exchange_coldkeys
TAO,5hbdz6uluwzegamspas2kaufblmdaht5t48rcdrqatsggcar,5,tao_exchange_coldkeys
TAO,5ep5gjvve4pautchoitcpvgsfcknwvitbcrjbvywbr5ztwnu,5,tao_exchange_coldkeys
TAO,5crmvkapx6sjybzal1gehfzvhwecpbavqrrxgylcqmhehx2q,5,tao_exchange_coldkeys
UNI,0x1a9c8182c09f50c8318d769245bea52c32be35bc,,exclusions_log.csv
UNI,0x000000000000000000000000000000000000dead,,exclusions_log.csv
UNI,0x4750c43867ef5f89869132eccf19b9b6c4286e1a,,exclusions_log.csv
W,9wzdxwbbmkg8ztbnmquxvqrayrzzdsgydlvl9zytawwm,,exclusions_log.csv
W,5tzfkikscxhk5zxcgbxzxdw7gtjjd1mbwuofbhuvuai9,,exclusions_log.csv
WLFI,0x74b4f6a2e579d730aacb9dd23cfbbaeb95029583,2,new12_unified
WLFI,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,2,new12_unified
WLFI,0x4af8911204909f6b234da8deb3680738ef967bf9,2,new12_unified
WLFI,0xf977814e90da44bfa03b6295a0616a897441acec,5,new12_unified
WLFI,0x9e8f9a6ea64cbba627749de83c32d2096ba0c787,3,new12_unified
WLFI,0xd250b4888433cc080f510f243b24aea2413e89ef,3,new12_unified
WLFI,0x003ca23fd5f0ca87d01f6ec6cd14a8ae60c2b97d,5,new12_unified
WLFI,0xc785d05961b3c537cac11f1d496876a255f6d650,4,new12_unified
WXM,0x93f1a412050bab0c317844361e4cc801ed5aca72,,exclusions_log.csv
WXM,0x96d8901a27f153ad83385c0e642a15291de9fa29,2,signer_log
ZRO,0x8f6449530606a9efddac42e05612427ddeba449c,,exclusions_log.csv
ZRO,0x744dbc48d11415ec5cb2f78609dea5e1e738da24,,exclusions_log.csv
